trip_id,member_casual,started_at,start_station_id,start_station_name,start_lat,start_lng,ended_at,end_station_id,end_station_name,end_lat,end_lng,trip_minutes,trip_miles
JC1722,member,2021-01-06 07:59:17.8620,JC096,York St,40.71649,-74.04105,2021-01-06 08:11:27.7380,JC077,Astor Place,40.71928220070702,-74.07126188278198,12,1.61
JC1723,member,2021-01-06 08:02:54.4170,JC081,Brunswick & 6th,40.72601172964625,-74.05038893222809,2021-01-06 08:07:49.4590,JC005,Grove St PATH,40.71958611647166,-74.04311746358871,4,0.59
JC1724,member,2021-01-06 08:04:42.0240,JC009,Hamilton Park,40.727595966,-74.044247311,2021-01-06 08:15:32.5270,JC002,Paulus Hook,40.7141454,-74.0335519,10,1.09
JC1725,member,2021-01-06 08:06:50.4740,JC032,Newark Ave,40.72152515,-74.046304543,2021-01-06 08:09:35.9220,JC005,Grove St PATH,40.71958611647166,-74.04311746358871,2,0.22
JC1726,member,2021-01-06 08:10:16.6020,JC013,Marin Light Rail,40.71458403535893,-74.04281705617905,2021-01-06 08:13:35.6250,JC038,Essex Light Rail,40.7127742,-74.0364857,3,0.36
JC1727,member,2021-01-06 08:12:23.1230,JC093,Fairmount Ave,40.72572613742557,-74.07195925712585,2021-01-06 08:19:24.8700,JC056,Sip Ave,40.73089709786179,-74.06391263008118,7,0.56
JC1728,member,2021-01-06 08:13:05.1460,JC104,Harborside,40.7192517,-74.034234,2021-01-06 08:20:42.4910,JC011,JC Medical Center,40.71653978099194,-74.0496379137039,7,0.84
JC1729,member,2021-01-06 08:15:54.2410,JC014,Columbus Drive,40.71835519823214,-74.03891444206238,2021-01-06 08:19:36.5310,JC002,Paulus Hook,40.7141454,-74.0335519,3,0.41
JC1730,member,2021-01-06 08:18:21.4470,JC075,Monmouth and 6th,40.72568548362901,-74.04879033565521,2021-01-06 08:24:27.4880,JC005,Grove St PATH,40.71958611647166,-74.04311746358871,6,0.52
JC1731,member,2021-01-06 08:19:00.7450,JC005,Grove St PATH,40.71958611647166,-74.04311746358871,2021-01-06 08:27:53.8020,JC052,Liberty Light Rail,40.7112423,-74.0557013,8,0.88
JC1732,member,2021-01-06 08:20:11.5990,JC023,Brunswick St,40.7241765,-74.0506564,2021-01-06 08:30:24.3760,JC003,City Hall,40.7177325,-74.043845,10,0.57
JC1733,member,2021-01-06 08:21:11.3210,JC027,Jersey & 6th St,40.72528910781132,-74.04557168483734,2021-01-06 08:25:52.3360,JC003,City Hall,40.7177325,-74.043845,4,0.53
JC1734,member,2021-01-06 08:24:34.4740,JC072,Morris Canal,40.7124188237569,-74.03852552175522,2021-01-06 08:27:30.9380,JC002,Paulus Hook,40.7141454,-74.0335519,2,0.29
JC1735,member,2021-01-06 08:27:00.4490,JC096,York St,40.71649,-74.04105,2021-01-06 08:31:20.8180,JC082,Manila & 1st,40.72165072487999,-74.04288411140442,4,0.37
JC1736,member,2021-01-06 08:27:53.2710,JC002,Paulus Hook,40.7141454,-74.0335519,2021-01-06 08:36:37.6970,JC066,Newport PATH,40.7272235,-74.0337589,8,0.9
JC1737,member,2021-01-06 08:28:10.3980,JC011,JC Medical Center,40.71653978099194,-74.0496379137039,2021-01-06 08:44:18.3960,JC011,JC Medical Center,40.71653978099194,-74.0496379137039,16,0.0
JC1738,member,2021-01-06 08:32:32.7010,JC075,Monmouth and 6th,40.72568548362901,-74.04879033565521,2021-01-06 08:40:09.0800,JC082,Manila & 1st,40.72165072487999,-74.04288411140442,7,0.42
JC1739,member,2021-01-06 08:37:25.9920,JC076,Dixon Mills,40.721630142638354,-74.04996782541275,2021-01-06 08:47:09.0300,JC032,Newark Ave,40.72152515,-74.046304543,9,0.19
JC1740,member,2021-01-06 08:39:22.7920,JC065,Dey St,40.737711,-74.066921,2021-01-06 08:43:31.4040,JC103,Journal Square,40.73367,-74.0625,4,0.36
JC1741,member,2021-01-06 08:41:20.7120,JC035,Van Vorst Park,40.71848892,-74.047726625,2021-01-06 08:57:34.9750,JC056,Sip Ave,40.73089709786179,-74.06391263008118,16,1.21
JC1742,member,2021-01-06 08:44:36.0540,JC013,Marin Light Rail,40.71458403535893,-74.04281705617905,2021-01-06 09:03:12.3110,JC003,City Hall,40.7177325,-74.043845,18,0.22
JC1743,member,2021-01-06 08:54:41.0720,JC027,Jersey & 6th St,40.72528910781132,-74.04557168483734,2021-01-06 08:55:54.3930,JC074,Jersey & 3rd,40.72333158646436,-74.04595255851744,1,0.14
JC1744,member,2021-01-06 08:55:44.0580,JC104,Harborside,40.7192517,-74.034234,2021-01-06 09:02:44.3500,JC076,Dixon Mills,40.721630142638354,-74.04996782541275,7,0.85
JC1745,member,2021-01-06 08:56:01.6150,JC019,Hilltop,40.7311689,-74.0575736,2021-01-06 09:02:43.2930,JC066,Newport PATH,40.7272235,-74.0337589,6,1.29
JC1746,member,2021-01-06 08:57:26.0490,JC080,Leonard Gordon Park,40.74590996631558,-74.0572714805603,2021-01-06 09:12:20.8110,JC099,Montgomery St,40.71942,-74.05099,14,1.86
JC1747,member,2021-01-06 08:58:16.0940,JC074,Jersey & 3rd,40.72333158646436,-74.04595255851744,2021-01-06 08:59:35.3160,JC027,Jersey & 6th St,40.72528910781132,-74.04557168483734,1,0.14
JC1748,member,2021-01-06 09:00:13.8680,JC006,Warren St,40.7211236,-74.03805095,2021-01-06 09:03:55.8560,JC066,Newport PATH,40.7272235,-74.0337589,3,0.48
JC1749,member,2021-01-06 09:00:42.5650,JC105,Hoboken Ave at Monmouth St,40.73520838045357,-74.04696375131607,2021-01-06 09:04:56.8910,JC009,Hamilton Park,40.727595966,-74.044247311,4,0.54
JC1750,member,2021-01-06 09:01:11.8430,JC027,Jersey & 6th St,40.72528910781132,-74.04557168483734,2021-01-06 09:05:58.2050,JC066,Newport PATH,40.7272235,-74.0337589,4,0.64
JC1751,member,2021-01-06 09:02:11.9310,JC093,Fairmount Ave,40.72572613742557,-74.07195925712585,2021-01-06 09:10:14.6290,JC056,Sip Ave,40.73089709786179,-74.06391263008118,8,0.56
JC1752,member,2021-01-06 09:09:14.2740,JC023,Brunswick St,40.7241765,-74.0506564,2021-01-06 09:15:00.6320,JC003,City Hall,40.7177325,-74.043845,5,0.57
JC1753,member,2021-01-06 09:09:30.0890,JC082,Manila & 1st,40.72165072487999,-74.04288411140442,2021-01-06 09:18:11.3480,JC002,Paulus Hook,40.7141454,-74.0335519,8,0.72
JC1754,member,2021-01-06 09:12:03.8160,JC003,City Hall,40.7177325,-74.043845,2021-01-06 09:37:12.2670,JC013,Marin Light Rail,40.71458403535893,-74.04281705617905,25,0.22
JC1755,casual,2021-01-06 09:16:17.9470,JC020,Baldwin at Montgomery,40.7236589,-74.0641943,2021-01-06 09:31:44.3280,JC056,Sip Ave,40.73089709786179,-74.06391263008118,15,0.5
JC1756,member,2021-01-06 09:16:41.6300,JC005,Grove St PATH,40.71958611647166,-74.04311746358871,2021-01-06 09:20:40.6330,JC076,Dixon Mills,40.721630142638354,-74.04996782541275,3,0.39
JC1757,member,2021-01-06 09:17:33.0700,JC074,Jersey & 3rd,40.72333158646436,-74.04595255851744,2021-01-06 09:21:19.2180,JC098,Washington St,40.7242941,-74.0354826,3,0.56
JC1758,member,2021-01-06 09:19:26.4470,JC009,Hamilton Park,40.727595966,-74.044247311,2021-01-06 09:23:22.3710,JC105,Hoboken Ave at Monmouth St,40.73520838045357,-74.04696375131607,3,0.54
JC1759,member,2021-01-06 09:25:36.3210,JC093,Fairmount Ave,40.72572613742557,-74.07195925712585,2021-01-06 09:31:24.2990,JC056,Sip Ave,40.73089709786179,-74.06391263008118,5,0.56
JC1760,casual,2021-01-06 09:25:40.1720,JC102,Grand St,40.71517767732029,-74.03768330812454,2021-01-06 09:45:15.7790,JC008,Newport Pkwy,40.7287448,-74.0321082,19,0.98
JC1761,member,2021-01-06 09:25:46.4440,JC098,Washington St,40.7242941,-74.0354826,2021-01-06 09:27:16.4820,JC066,Newport PATH,40.7272235,-74.0337589,1,0.22
JC1762,member,2021-01-06 09:27:36.5860,JC081,Brunswick & 6th,40.72601172964625,-74.05038893222809,2021-01-06 09:36:10.3440,JC005,Grove St PATH,40.71958611647166,-74.04311746358871,8,0.59
JC1763,member,2021-01-06 09:29:24.6650,JC009,Hamilton Park,40.727595966,-74.044247311,2021-01-06 09:33:02.0040,JC082,Manila & 1st,40.72165072487999,-74.04288411140442,3,0.42
JC1764,member,2021-01-06 09:36:09.6860,JC038,Essex Light Rail,40.7127742,-74.0364857,2021-01-06 09:39:41.2070,JC013,Marin Light Rail,40.71458403535893,-74.04281705617905,3,0.36
JC1765,member,2021-01-06 09:37:02.7250,JC063,Jackson Square,40.71113,-74.0789,2021-01-06 09:57:27.5930,JC074,Jersey & 3rd,40.72333158646436,-74.04595255851744,20,1.94
JC1766,member,2021-01-06 09:38:50.3770,JC008,Newport Pkwy,40.7287448,-74.0321082,2021-01-06 09:45:34.9990,JC002,Paulus Hook,40.7141454,-74.0335519,6,1.01
JC1767,casual,2021-01-06 09:40:18.5300,JC056,Sip Ave,40.73089709786179,-74.06391263008118,2021-01-06 09:50:29.2000,JC020,Baldwin at Montgomery,40.7236589,-74.0641943,10,0.5
JC1768,member,2021-01-06 09:40:43.1930,JC066,Newport PATH,40.7272235,-74.0337589,2021-01-06 09:47:32.1770,JC104,Harborside,40.7192517,-74.034234,6,0.55
JC1769,member,2021-01-06 09:44:14.1050,JC104,Harborside,40.7192517,-74.034234,2021-01-06 09:47:05.8680,JC104,Harborside,40.7192517,-74.034234,2,0.0
JC1770,member,2021-01-06 09:46:56.6160,JC095,Bergen Ave,40.722103786686034,-74.07145500183105,2021-01-06 10:10:11.2990,JC104,Harborside,40.7192517,-74.034234,23,1.98
JC1771,casual,2021-01-06 09:49:33.0680,JC023,Brunswick St,40.7241765,-74.0506564,2021-01-06 09:57:17.5410,JC035,Van Vorst Park,40.71848892,-74.047726625,7,0.42
JC1772,member,2021-01-06 09:53:20.5630,JC009,Hamilton Park,40.727595966,-74.044247311,2021-01-06 09:55:46.8180,JC075,Monmouth and 6th,40.72568548362901,-74.04879033565521,2,0.27
JC1773,member,2021-01-06 09:53:53.9510,JC104,Harborside,40.7192517,-74.034234,2021-01-06 10:04:45.1650,JC023,Brunswick St,40.7241765,-74.0506564,10,0.93
JC1774,member,2021-01-06 10:00:58.1160,JC104,Harborside,40.7192517,-74.034234,2021-01-06 10:04:53.1720,JC066,Newport PATH,40.7272235,-74.0337589,3,0.55
JC1775,member,2021-01-06 10:03:51.0940,JC002,Paulus Hook,40.7141454,-74.0335519,2021-01-06 10:06:55.9410,JC102,Grand St,40.71517767732029,-74.03768330812454,3,0.23
JC1776,member,2021-01-06 10:06:23.8330,JC013,Marin Light Rail,40.71458403535893,-74.04281705617905,2021-01-06 10:09:45.5690,JC038,Essex Light Rail,40.7127742,-74.0364857,3,0.36
JC1777,member,2021-01-06 10:27:27.7620,JC027,Jersey & 6th St,40.72528910781132,-74.04557168483734,2021-01-06 10:33:48.0290,JC074,Jersey & 3rd,40.72333158646436,-74.04595255851744,6,0.14
JC1778,member,2021-01-06 10:34:50.8340,JC081,Brunswick & 6th,40.72601172964625,-74.05038893222809,2021-01-06 10:44:49.9010,JC014,Columbus Drive,40.71835519823214,-74.03891444206238,9,0.81
JC1779,member,2021-01-06 10:39:56.6590,JC032,Newark Ave,40.72152515,-74.046304543,2021-01-06 10:49:57.4700,JC019,Hilltop,40.7311689,-74.0575736,10,0.89
JC1780,casual,2021-01-06 10:45:30.8650,JC084,Communipaw & Berry Lane,40.71435836870427,-74.06661093235016,2021-01-06 11:00:49.0250,JC056,Sip Ave,40.73089709786179,-74.06391263008118,15,1.15
JC1781,member,2021-01-06 10:47:53.2460,JC053,Lincoln Park,40.7246050998869,-74.07840594649315,2021-01-06 10:55:12.5900,JC077,Astor Place,40.71928220070702,-74.07126188278198,7,0.53
JC1782,member,2021-01-06 10:51:01.7100,JC104,Harborside,40.7192517,-74.034234,2021-01-06 10:56:41.1250,JC066,Newport PATH,40.7272235,-74.0337589,5,0.55
JC1783,member,2021-01-06 10:53:51.1550,JC020,Baldwin at Montgomery,40.7236589,-74.0641943,2021-01-06 11:08:08.6740,JC098,Washington St,40.7242941,-74.0354826,14,1.52
JC1784,member,2021-01-06 10:55:24.0730,JC009,Hamilton Park,40.727595966,-74.044247311,2021-01-06 11:12:24.8960,JC032,Newark Ave,40.72152515,-74.046304543,17,0.43
JC1785,member,2021-01-06 10:57:21.9660,JC011,JC Medical Center,40.71653978099194,-74.0496379137039,2021-01-06 10:59:57.8050,JC013,Marin Light Rail,40.71458403535893,-74.04281705617905,2,0.39
JC1786,member,2021-01-06 11:00:30.2560,JC009,Hamilton Park,40.727595966,-74.044247311,2021-01-06 11:12:31.9090,JC096,York St,40.71649,-74.04105,12,0.78
JC1787,member,2021-01-06 11:04:11.4340,JC023,Brunswick St,40.7241765,-74.0506564,2021-01-06 11:13:19.2060,JC023,Brunswick St,40.7241765,-74.0506564,9,0.0
JC1788,member,2021-01-06 11:05:21.6830,JC103,Journal Square,40.73367,-74.0625,2021-01-06 11:10:28.6350,JC065,Dey St,40.737711,-74.066921,5,0.36
JC1789,member,2021-01-06 11:09:10.6910,JC098,Washington St,40.7242941,-74.0354826,2021-01-06 11:10:21.9730,JC098,Washington St,40.7242941,-74.0354826,1,0.0
JC1790,member,2021-01-06 11:10:21.7500,JC013,Marin Light Rail,40.71458403535893,-74.04281705617905,2021-01-06 11:14:23.5210,JC011,JC Medical Center,40.71653978099194,-74.0496379137039,4,0.39
JC1791,member,2021-01-06 11:11:28.9210,JC098,Washington St,40.7242941,-74.0354826,2021-01-06 11:54:44.5060,JC052,Liberty Light Rail,40.7112423,-74.0557013,43,1.4
JC1792,member,2021-01-06 11:11:43.2840,JC003,City Hall,40.7177325,-74.043845,2021-01-06 11:19:32.7600,JC009,Hamilton Park,40.727595966,-74.044247311,7,0.68
JC1793,casual,2021-01-06 11:12:53.1840,JC104,Harborside,40.7192517,-74.034234,2021-01-06 11:17:57.4720,JC066,Newport PATH,40.7272235,-74.0337589,5,0.55
JC1794,member,2021-01-06 11:13:17.4810,JC034,Christ Hospital,40.734785818,-74.050443636,2021-01-06 11:19:35.6960,JC024,Pershing Field,40.742677141,-74.051788633,6,0.55
JC1795,member,2021-01-06 11:13:18.8130,JC003,City Hall,40.7177325,-74.043845,2021-01-06 11:19:21.2190,JC006,Warren St,40.7211236,-74.03805095,6,0.39
JC1796,member,2021-01-06 11:17:11.5120,JC075,Monmouth and 6th,40.72568548362901,-74.04879033565521,2021-01-06 11:19:42.1060,JC009,Hamilton Park,40.727595966,-74.044247311,2,0.27
JC1797,member,2021-01-06 11:19:40.8390,JC006,Warren St,40.7211236,-74.03805095,2021-01-06 11:22:01.4810,JC104,Harborside,40.7192517,-74.034234,2,0.24
JC1798,member,2021-01-06 11:22:01.5110,JC055,McGinley Square,40.7253399253558,-74.06762212514877,2021-01-06 11:24:24.0740,JC055,McGinley Square,40.7253399253558,-74.06762212514877,2,0.0
JC1799,member,2021-01-06 11:22:23.3250,JC104,Harborside,40.7192517,-74.034234,2021-01-06 11:28:31.3130,JC002,Paulus Hook,40.7141454,-74.0335519,6,0.35
JC1800,member,2021-01-06 11:24:50.9890,JC055,McGinley Square,40.7253399253558,-74.06762212514877,2021-01-06 11:29:23.0730,JC056,Sip Ave,40.73089709786179,-74.06391263008118,4,0.43
JC1801,member,2021-01-06 11:28:38.8560,JC023,Brunswick St,40.7241765,-74.0506564,2021-01-06 11:34:09.0810,JC082,Manila & 1st,40.72165072487999,-74.04288411140442,5,0.45
JC1802,member,2021-01-06 11:28:53.9220,JC002,Paulus Hook,40.7141454,-74.0335519,2021-01-06 11:33:11.5760,JC096,York St,40.71649,-74.04105,4,0.43
JC1803,casual,2021-01-06 11:29:26.2710,JC093,Fairmount Ave,40.72572613742557,-74.07195925712585,2021-01-06 11:45:12.4200,JC013,Marin Light Rail,40.71458403535893,-74.04281705617905,15,1.73
JC1804,member,2021-01-06 11:31:33.1110,JC027,Jersey & 6th St,40.72528910781132,-74.04557168483734,2021-01-06 11:40:19.4090,JC074,Jersey & 3rd,40.72333158646436,-74.04595255851744,8,0.14
JC1805,casual,2021-01-06 11:33:51.6270,JC006,Warren St,40.7211236,-74.03805095,2021-01-06 12:05:29.4050,JC098,Washington St,40.7242941,-74.0354826,31,0.26
JC1806,member,2021-01-06 11:35:56.7200,JC072,Morris Canal,40.7124188237569,-74.03852552175522,2021-01-06 11:49:15.4830,JC081,Brunswick & 6th,40.72601172964625,-74.05038893222809,13,1.13
JC1807,member,2021-01-06 11:37:34.5730,JC052,Liberty Light Rail,40.7112423,-74.0557013,2021-01-06 11:47:36.1630,JC003,City Hall,40.7177325,-74.043845,10,0.77
JC1808,member,2021-01-06 11:38:55.7270,JC006,Warren St,40.7211236,-74.03805095,2021-01-06 12:01:18.5610,JC006,Warren St,40.7211236,-74.03805095,22,0.0
JC1809,casual,2021-01-06 11:42:35.0690,JC052,Liberty Light Rail,40.7112423,-74.0557013,2021-01-06 12:19:17.6170,JC052,Liberty Light Rail,40.7112423,-74.0557013,36,0.0
JC1810,member,2021-01-06 11:46:11.9590,JC024,Pershing Field,40.742677141,-74.051788633,2021-01-06 11:56:27.0320,JC023,Brunswick St,40.7241765,-74.0506564,10,1.28
JC1811,member,2021-01-06 11:48:51.2580,JC020,Baldwin at Montgomery,40.7236589,-74.0641943,2021-01-06 11:53:35.5170,JC056,Sip Ave,40.73089709786179,-74.06391263008118,4,0.5
JC1812,member,2021-01-06 11:52:30.3140,JC072,Morris Canal,40.7124188237569,-74.03852552175522,2021-01-06 12:02:09.8020,JC072,Morris Canal,40.7124188237569,-74.03852552175522,9,0.0
JC1813,member,2021-01-06 11:56:40.7710,JC056,Sip Ave,40.73089709786179,-74.06391263008118,2021-01-06 12:34:37.4760,JC066,Newport PATH,40.7272235,-74.0337589,37,1.62
JC1814,member,2021-01-06 11:57:26.3610,JC052,Liberty Light Rail,40.7112423,-74.0557013,2021-01-06 12:39:39.5460,JC052,Liberty Light Rail,40.7112423,-74.0557013,42,0.0
JC1815,member,2021-01-06 12:03:34.0060,JC096,York St,40.71649,-74.04105,2021-01-06 12:39:57.5230,JC096,York St,40.71649,-74.04105,36,0.0
JC1816,member,2021-01-06 12:03:58.4210,JC056,Sip Ave,40.73089709786179,-74.06391263008118,2021-01-06 12:13:42.8740,JC075,Monmouth and 6th,40.72568548362901,-74.04879033565521,9,0.88
JC1817,member,2021-01-06 12:04:26.9870,JC102,Grand St,40.71517767732029,-74.03768330812454,2021-01-06 12:11:54.4780,JC032,Newark Ave,40.72152515,-74.046304543,7,0.63
JC1818,member,2021-01-06 12:12:35.5540,JC019,Hilltop,40.7311689,-74.0575736,2021-01-06 12:18:13.6100,JC032,Newark Ave,40.72152515,-74.046304543,5,0.89
JC1819,member,2021-01-06 12:14:05.9350,JC084,Communipaw & Berry Lane,40.71435836870427,-74.06661093235016,2021-01-06 12:22:32.4340,JC003,City Hall,40.7177325,-74.043845,8,1.23
JC1820,casual,2021-01-06 12:17:05.7050,JC059,Heights Elevator,40.74871594538023,-74.04044330120087,2021-01-06 12:30:01.7600,JC081,Brunswick & 6th,40.72601172964625,-74.05038893222809,12,1.65
JC1821,member,2021-01-06 12:21:34.7930,JC052,Liberty Light Rail,40.7112423,-74.0557013,2021-01-06 13:05:23.4580,JC052,Liberty Light Rail,40.7112423,-74.0557013,43,0.0
JC1822,casual,2021-01-06 12:21:45.3000,JC008,Newport Pkwy,40.7287448,-74.0321082,2021-01-06 12:54:46.7600,JC008,Newport Pkwy,40.7287448,-74.0321082,33,0.0
JC1823,member,2021-01-06 12:26:40.8520,JC082,Manila & 1st,40.72165072487999,-74.04288411140442,2021-01-06 12:35:37.4110,JC074,Jersey & 3rd,40.72333158646436,-74.04595255851744,8,0.2
JC1824,casual,2021-01-06 12:27:00.7310,JC011,JC Medical Center,40.71653978099194,-74.0496379137039,2021-01-06 12:36:39.3050,JC104,Harborside,40.7192517,-74.034234,9,0.84
JC1825,casual,2021-01-06 12:27:45.5430,JC066,Newport PATH,40.7272235,-74.0337589,2021-01-06 12:32:21.2350,JC066,Newport PATH,40.7272235,-74.0337589,4,0.0
JC1826,member,2021-01-06 12:27:57.5820,JC102,Grand St,40.71517767732029,-74.03768330812454,2021-01-06 12:33:32.1470,JC002,Paulus Hook,40.7141454,-74.0335519,5,0.23
JC1827,member,2021-01-06 12:29:50.4200,JC081,Brunswick & 6th,40.72601172964625,-74.05038893222809,2021-01-06 12:37:33.0850,JC072,Morris Canal,40.7124188237569,-74.03852552175522,7,1.13
JC1828,member,2021-01-06 12:30:36.9710,JC104,Harborside,40.7192517,-74.034234,2021-01-06 12:47:32.9270,JC008,Newport Pkwy,40.7287448,-74.0321082,16,0.66
JC1829,member,2021-01-06 12:32:34.5940,JC011,JC Medical Center,40.71653978099194,-74.0496379137039,2021-01-06 12:35:45.9520,JC013,Marin Light Rail,40.71458403535893,-74.04281705617905,3,0.39
JC1830,casual,2021-01-06 12:32:49.7110,JC066,Newport PATH,40.7272235,-74.0337589,2021-01-06 13:07:27.3820,JC052,Liberty Light Rail,40.7112423,-74.0557013,34,1.6
JC1831,member,2021-01-06 12:41:37.4250,JC072,Morris Canal,40.7124188237569,-74.03852552175522,2021-01-06 12:47:55.8070,JC104,Harborside,40.7192517,-74.034234,6,0.52
JC1832,member,2021-01-06 12:41:56.9350,JC005,Grove St PATH,40.71958611647166,-74.04311746358871,2021-01-06 12:47:39.5300,JC009,Hamilton Park,40.727595966,-74.044247311,5,0.56
JC1833,member,2021-01-06 12:43:40.0560,JC052,Liberty Light Rail,40.7112423,-74.0557013,2021-01-06 12:54:01.7980,JC081,Brunswick & 6th,40.72601172964625,-74.05038893222809,10,1.06
JC1834,casual,2021-01-06 12:46:27.7160,JC056,Sip Ave,40.73089709786179,-74.06391263008118,2021-01-06 13:05:30.0350,JC084,Communipaw & Berry Lane,40.71435836870427,-74.06661093235016,19,1.15
JC1835,member,2021-01-06 12:47:12.0970,JC094,Glenwood Ave,40.72755146730012,-74.07106071710587,2021-01-06 12:55:03.6780,JC056,Sip Ave,40.73089709786179,-74.06391263008118,7,0.44
JC1836,casual,2021-01-06 12:49:36.5930,JC023,Brunswick St,40.7241765,-74.0506564,2021-01-06 13:00:25.6390,JC102,Grand St,40.71517767732029,-74.03768330812454,10,0.93
JC1837,member,2021-01-06 12:50:15.2370,JC106,Columbus Dr at Exchange Pl,40.71687,-74.03281,2021-01-06 12:52:20.6770,JC104,Harborside,40.7192517,-74.034234,2,0.18
JC1838,member,2021-01-06 12:54:34.6640,JC005,Grove St PATH,40.71958611647166,-74.04311746358871,2021-01-06 13:00:25.4990,JC102,Grand St,40.71517767732029,-74.03768330812454,5,0.42
JC1839,member,2021-01-06 12:55:36.2200,JC072,Morris Canal,40.7124188237569,-74.03852552175522,2021-01-06 12:57:53.7970,JC102,Grand St,40.71517767732029,-74.03768330812454,2,0.2
JC1840,casual,2021-01-06 12:55:41.4870,JC002,Paulus Hook,40.7141454,-74.0335519,2021-01-06 13:19:55.9980,JC002,Paulus Hook,40.7141454,-74.0335519,24,0.0
JC1841,member,2021-01-06 12:57:34.1790,JC013,Marin Light Rail,40.71458403535893,-74.04281705617905,2021-01-06 13:04:10.1900,JC106,Columbus Dr at Exchange Pl,40.71687,-74.03281,6,0.55
JC1842,member,2021-01-06 12:58:56.1350,JC052,Liberty Light Rail,40.7112423,-74.0557013,2021-01-06 13:08:47.4170,JC074,Jersey & 3rd,40.72333158646436,-74.04595255851744,9,0.98
JC1843,member,2021-01-06 12:59:32.6820,JC003,City Hall,40.7177325,-74.043845,2021-01-06 13:06:55.8440,JC005,Grove St PATH,40.71958611647166,-74.04311746358871,7,0.13
JC1844,member,2021-01-06 13:01:37.5860,JC052,Liberty Light Rail,40.7112423,-74.0557013,2021-01-06 13:16:20.0530,JC006,Warren St,40.7211236,-74.03805095,14,1.16
JC1845,member,2021-01-06 13:08:45.4220,JC008,Newport Pkwy,40.7287448,-74.0321082,2021-01-06 13:17:03.3600,JC006,Warren St,40.7211236,-74.03805095,8,0.61
JC1846,member,2021-01-06 13:10:32.4260,JC052,Liberty Light Rail,40.7112423,-74.0557013,2021-01-06 13:14:19.3420,JC052,Liberty Light Rail,40.7112423,-74.0557013,3,0.0
JC1847,member,2021-01-06 13:11:42.2770,JC032,Newark Ave,40.72152515,-74.046304543,2021-01-06 13:22:04.4730,JC084,Communipaw & Berry Lane,40.71435836870427,-74.06661093235016,10,1.18
JC1848,casual,2021-01-06 13:16:55.2790,JC104,Harborside,40.7192517,-74.034234,2021-01-06 13:23:49.8310,JC005,Grove St PATH,40.71958611647166,-74.04311746358871,6,0.47
JC1849,member,2021-01-06 13:17:23.8890,JC077,Astor Place,40.71928220070702,-74.07126188278198,2021-01-06 13:41:02.9530,JC024,Pershing Field,40.742677141,-74.051788633,23,1.92
JC1850,member,2021-01-06 13:19:18.6010,JC072,Morris Canal,40.7124188237569,-74.03852552175522,2021-01-06 13:27:24.4670,JC003,City Hall,40.7177325,-74.043845,8,0.46
JC1851,member,2021-01-06 13:22:10.1060,JC006,Warren St,40.7211236,-74.03805095,2021-01-06 13:33:55.9430,JC052,Liberty Light Rail,40.7112423,-74.0557013,11,1.16
JC1852,member,2021-01-06 13:29:34.3360,JC077,Astor Place,40.71928220070702,-74.07126188278198,2021-01-06 14:10:11.9410,JC104,Harborside,40.7192517,-74.034234,40,1.96
JC1853,casual,2021-01-06 13:29:45.7810,JC077,Astor Place,40.71928220070702,-74.07126188278198,2021-01-06 14:09:50.3540,JC104,Harborside,40.7192517,-74.034234,40,1.96
JC1854,casual,2021-01-06 13:29:47.4280,JC003,City Hall,40.7177325,-74.043845,2021-01-06 13:42:59.8300,JC052,Liberty Light Rail,40.7112423,-74.0557013,13,0.77
JC1855,member,2021-01-06 13:30:37.7010,JC077,Astor Place,40.71928220070702,-74.07126188278198,2021-01-06 14:10:29.0330,JC104,Harborside,40.7192517,-74.034234,39,1.96
JC1856,member,2021-01-06 13:30:53.7310,JC077,Astor Place,40.71928220070702,-74.07126188278198,2021-01-06 14:10:15.5490,JC104,Harborside,40.7192517,-74.034234,39,1.96
JC1857,casual,2021-01-06 13:32:38.7880,JC077,Astor Place,40.71928220070702,-74.07126188278198,2021-01-06 14:08:46.6530,JC104,Harborside,40.7192517,-74.034234,36,1.96
JC1858,member,2021-01-06 13:34:21.3460,JC077,Astor Place,40.71928220070702,-74.07126188278198,2021-01-06 13:42:15.1910,JC056,Sip Ave,40.73089709786179,-74.06391263008118,7,0.89
JC1859,member,2021-01-06 13:35:19.0490,JC106,Columbus Dr at Exchange Pl,40.71687,-74.03281,2021-01-06 13:40:57.2560,JC006,Warren St,40.7211236,-74.03805095,5,0.4
JC1860,member,2021-01-06 13:36:23.5270,JC075,Monmouth and 6th,40.72568548362901,-74.04879033565521,2021-01-06 13:39:09.6920,JC074,Jersey & 3rd,40.72333158646436,-74.04595255851744,2,0.22
JC1861,member,2021-01-06 13:39:19.7720,JC005,Grove St PATH,40.71958611647166,-74.04311746358871,2021-01-06 13:43:36.2910,JC009,Hamilton Park,40.727595966,-74.044247311,4,0.56
JC1862,casual,2021-01-06 13:40:51.4970,JC098,Washington St,40.7242941,-74.0354826,2021-01-06 13:45:36.8960,JC074,Jersey & 3rd,40.72333158646436,-74.04595255851744,4,0.56
JC1863,casual,2021-01-06 13:42:08.2350,JC052,Liberty Light Rail,40.7112423,-74.0557013,2021-01-06 14:57:25.4190,JC052,Liberty Light Rail,40.7112423,-74.0557013,75,0.0
